Quarter,SP500_Idx,Quarter_Diff,Quarter_Shift,Quarter_Rate
1977-4,96.73999786376953,,,
1978-1,93.81999969482422,-2.9199981689453125,96.73999786376953,-0.030183980085024296
1978-2,88.45999908447266,-5.3600006103515625,93.81999969482422,-0.05713068245349033
1978-3,95.08999633789062,6.629997253417969,88.45999908447266,0.0749490992769152
1978-4,102.95999908447266,7.870002746582031,95.08999633789062,0.08276372962111538
1979-1,96.7300033569336,-6.2299957275390625,102.95999908447266,-0.060508894550666374
1979-2,100.9000015258789,4.1699981689453125,96.7300033569336,0.04310966633132457
1979-3,101.98999786376953,1.089996337890625,100.9000015258789,0.010802738566966839
1979-4,108.55999755859375,6.569999694824219,101.98999786376953,0.06441807856099697
1980-1,105.76000213623047,-2.7999954223632812,108.55999755859375,-0.025792147064594605
1980-2,102.18000030517578,-3.5800018310546875,105.76000213623047,-0.03385024355846034
1980-3,114.93000030517578,12.75,102.18000030517578,0.12477979997964599
1980-4,127.12999725341797,12.199996948242188,114.93000030517578,0.10615154368613336
1981-1,136.33999633789062,9.209999084472656,127.12999725341797,0.07244552256312614
1981-2,136.57000732421875,0.230010986328125,136.33999633789062,0.0016870396985935814
1981-3,129.77000427246094,-6.8000030517578125,136.57000732421875,-0.049791335484185247
1981-4,117.08000183105469,-12.69000244140625,129.77000427246094,-0.09778841044624402
1982-1,122.73999786376953,5.659996032714844,117.08000183105469,0.048342978682919424
1982-2,113.79000091552734,-8.949996948242188,122.73999786376953,-0.07291834042702108
1982-3,108.70999908447266,-5.0800018310546875,113.79000091552734,-0.04464365752862465
1982-4,121.97000122070312,13.260002136230469,108.70999908447266,0.12197591985928395
1983-1,138.33999633789062,16.3699951171875,121.97000122070312,0.13421328977086922
1983-2,153.02000427246094,14.680007934570312,138.33999633789062,0.10611542809871777
1983-3,168.63999938964844,15.6199951171875,153.02000427246094,0.10207812495793163
1983-4,165.80999755859375,-2.8300018310546875,168.63999938964844,-0.016781320216420734
1984-1,164.0399932861328,-1.7700042724609375,165.80999755859375,-0.010674894750151934
1984-2,157.97999572753906,-6.05999755859375,164.0399932861328,-0.036942195846249366
1984-3,153.1999969482422,-4.779998779296875,157.97999572753906,-0.030256987647605222
1984-4,164.6199951171875,11.419998168945312,153.1999969482422,0.07454307047279837
1985-1,165.3699951171875,0.75,164.6199951171875,0.004555947164657003
1985-2,181.27000427246094,15.900009155273438,165.3699951171875,0.09614808988780633
1985-3,192.42999267578125,11.159988403320312,181.27000427246094,0.06156555491964409
1985-4,185.07000732421875,-7.3599853515625,192.42999267578125,-0.03824759981134068
1986-1,209.58999633789062,24.519989013671875,185.07000732421875,0.1324903444279657
1986-2,235.13999938964844,25.550003051757812,209.58999633789062,0.12190468771499648
1986-3,252.0399932861328,16.899993896484375,235.13999938964844,0.07187205043953217
1986-4,233.60000610351562,-18.439987182617188,252.0399932861328,-0.07316294109595087
1987-1,246.4499969482422,12.849990844726562,233.60000610351562,0.055008521014474294
1987-2,292.3800048828125,45.93000793457031,246.4499969482422,0.1863664374246928
1987-3,302.94000244140625,10.55999755859375,292.3800048828125,0.03611737253655993
1987-4,327.3299865722656,24.389984130859375,302.94000244140625,0.08051093924308267
1988-1,255.94000244140625,-71.38998413085938,327.3299865722656,-0.2180979044371738
1988-2,256.0899963378906,0.149993896484375,255.94000244140625,0.0005860510082581324
1988-3,271.7799987792969,15.69000244140625,256.0899963378906,0.061267533545920023
1988-4,271.3800048828125,-0.399993896484375,271.7799987792969,-0.001471756193542396
1989-1,275.30999755859375,3.92999267578125,271.3800048828125,0.014481511552327896
1989-2,296.3900146484375,21.08001708984375,275.30999755859375,0.07656829492854623
1989-3,319.2300109863281,22.839996337890625,296.3900146484375,0.0770606134116301
1989-4,350.8699951171875,31.639984130859375,319.2300109863281,0.09911343871806101
1990-1,359.69000244140625,8.82000732421875,350.8699951171875,0.025137536543336926
1990-2,338.70001220703125,-20.989990234375,359.69000244140625,-0.05835577884262792
1990-3,359.5400085449219,20.839996337890625,338.70001220703125,0.06152936399999928
1990-4,314.94000244140625,-44.600006103515625,359.5400085449219,-0.12404740791995388
1991-1,326.45001220703125,11.510009765625,314.94000244140625,0.036546674529750814
1991-2,371.29998779296875,44.8499755859375,326.45001220703125,0.13738696250222257
1991-3,377.9200134277344,6.620025634765625,371.29998779296875,0.017829318212789307
1991-4,389.20001220703125,11.279998779296875,377.9200134277344,0.029847582500294945
1992-1,417.260009765625,28.05999755859375,389.20001220703125,0.07209659989339234
1992-2,404.2300109863281,-13.029998779296875,417.260009765625,-0.0312275283380639
1992-3,412.8800048828125,8.649993896484375,404.2300109863281,0.021398692975264855
1992-4,416.2900085449219,3.410003662109375,412.8800048828125,0.008259067094027076
1993-1,435.3800048828125,19.089996337890625,416.2900085449219,0.04585744540114424
1993-2,450.29998779296875,14.91998291015625,435.3800048828125,0.03426887487442638
1993-3,449.0199890136719,-1.279998779296875,450.29998779296875,-0.00284254677769472
1993-4,461.2799987792969,12.260009765625,449.0199890136719,0.02730392870160554
1994-1,465.44000244140625,4.160003662109375,461.2799987792969,0.009018391591046986
1994-2,438.9200134277344,-26.519989013671875,465.44000244140625,-0.05697831917017156
1994-3,446.20001220703125,7.279998779296875,438.9200134277344,0.016586162755359263
1994-4,461.739990234375,15.53997802734375,446.20001220703125,0.03482738144824029
1995-1,459.1099853515625,-2.6300048828125,461.739990234375,-0.005695856842457015
1995-2,501.8500061035156,42.740020751953125,459.1099853515625,0.09309320667296105
1995-3,547.0900268554688,45.240020751953125,501.8500061035156,0.09014649835955478
1995-4,581.719970703125,34.62994384765625,547.0900268554688,0.06329843745589764
1996-1,620.72998046875,39.010009765625,581.719970703125,0.0670597739982583
1996-2,653.72998046875,33.0,620.72998046875,0.053163212730726724
1996-3,675.8800048828125,22.1500244140625,653.72998046875,0.033882528070962974
1996-4,689.0800170898438,13.20001220703125,675.8800048828125,0.019530112019396008
1997-1,737.010009765625,47.92999267578125,689.0800170898438,0.06955649777539846
1997-2,759.6400146484375,22.6300048828125,737.010009765625,0.030705152688508288
1997-3,891.030029296875,131.3900146484375,759.6400146484375,0.17296352497866374
1997-4,955.4099731445312,64.37994384765625,891.030029296875,0.07225339408421444
1998-1,975.0399780273438,19.6300048828125,955.4099731445312,0.020546158648736376
1998-2,1108.1500244140625,133.11004638671875,975.0399780273438,0.13651752685671506
1998-3,1148.56005859375,40.4100341796875,1108.1500244140625,0.03646621241654931
1998-4,986.3900146484375,-162.1700439453125,1148.56005859375,-0.1411942220451814
1999-1,1228.0999755859375,241.7099609375,986.3900146484375,0.24504502007114157
1999-2,1293.719970703125,65.6199951171875,1228.0999755859375,0.053432128020261226
1999-3,1380.9599609375,87.239990234375,1293.719970703125,0.06743344171069791
1999-4,1282.81005859375,-98.14990234375,1380.9599609375,-0.07107367709424278
2000-1,1455.219970703125,172.409912109375,1282.81005859375,0.1344001872719764
2000-2,1505.969970703125,50.75,1455.219970703125,0.0348744526749993
2000-3,1469.5400390625,-36.429931640625,1505.969970703125,-0.024190343997109162
2000-4,1436.22998046875,-33.31005859375,1469.5400390625,-0.022666996276603874
2001-1,1283.27001953125,-152.9599609375,1436.22998046875,-0.10650102213266545
2001-2,1145.8699951171875,-137.4000244140625,1283.27001953125,-0.10707023644505595
2001-3,1236.719970703125,90.8499755859375,1145.8699951171875,0.07928471464744682
2001-4,1038.550048828125,-198.169921875,1236.719970703125,-0.160238313093895
2002-1,1154.6700439453125,116.1199951171875,1038.550048828125,0.11180972476792478
2002-2,1146.5400390625,-8.1300048828125,1154.6700439453125,-0.007040976706240379
2002-3,968.6500244140625,-177.8900146484375,1146.5400390625,-0.1551537744760263
2002-4,847.9099731445312,-120.74005126953125,968.6500244140625,-0.12464775535680912
2003-1,909.030029296875,61.12005615234375,847.9099731445312,0.07208319053693389
2003-2,858.47998046875,-50.550048828125,909.030029296875,-0.05560877770696412
2003-3,982.3200073242188,123.84002685546875,858.47998046875,0.14425499682339618
2003-4,1018.219970703125,35.89996337890625,982.3200073242188,0.036546098126104154
2004-1,1108.47998046875,90.260009765625,1018.219970703125,0.08864490224376227
2004-2,1132.1700439453125,23.6900634765625,1108.47998046875,0.02137166560874156
2004-3,1128.93994140625,-3.2301025390625,1132.1700439453125,-0.00285301890501046
2004-4,1131.5,2.56005859375,1128.93994140625,0.002267665887133991
2005-1,1202.0799560546875,70.5799560546875,1131.5,0.062377336327607155
2005-2,1172.9200439453125,-29.159912109375,1202.0799560546875,-0.0242578806530307
2005-3,1194.43994140625,21.5198974609375,1172.9200439453125,0.01834728426035907
2005-4,1226.699951171875,32.260009765625,1194.43994140625,0.027008482090480266
2006-1,1268.800048828125,42.10009765625,1226.699951171875,0.03431980054782874
2006-2,1297.81005859375,29.010009765625,1268.800048828125,0.02286413039818126
2006-3,1280.18994140625,-17.6201171875,1297.81005859375,-0.01357680738473578
2006-4,1331.3199462890625,51.1300048828125,1280.18994140625,0.039939389639827766
2007-1,1416.5999755859375,85.280029296875,1331.3199462890625,0.0640567502459387
2007-2,1424.550048828125,7.9500732421875,1416.5999755859375,0.005612080600876173
2007-3,1519.4300537109375,94.8800048828125,1424.550048828125,0.06660348996573583
2007-4,1547.0400390625,27.6099853515625,1519.4300537109375,0.01817127763409051
2008-1,1447.1600341796875,-99.8800048828125,1547.0400390625,-0.06456200380136211
2008-2,1370.1800537109375,-76.97998046875,1447.1600341796875,-0.05319382697877333
2008-3,1284.9100341796875,-85.27001953125,1370.1800537109375,-0.06223271116836674
2008-4,1161.06005859375,-123.8499755859375,1284.9100341796875,-0.09638805230827373
2009-1,931.7999877929688,-229.26007080078125,1161.06005859375,-0.19745754675124724
2009-2,811.0800170898438,-120.719970703125,931.7999877929688,-0.12955566890385822
2009-3,923.3300170898438,112.25,811.0800170898438,0.13839571637179912
2009-4,1029.8499755859375,106.51995849609375,923.3300170898438,0.1153649903333847
2010-1,1132.989990234375,103.1400146484375,1029.8499755859375,0.10015052395350649
2010-2,1178.0999755859375,45.1099853515625,1132.989990234375,0.03981499019442428
2010-3,1027.3699951171875,-150.72998046875,1178.0999755859375,-0.12794328460433355
2010-4,1146.239990234375,118.8699951171875,1027.3699951171875,0.11570319912217071
2011-1,1271.8699951171875,125.6300048828125,1146.239990234375,0.10960183378100825
2011-2,1332.4100341796875,60.5400390625,1271.8699951171875,0.04759923521658514
2011-3,1339.6700439453125,7.260009765625,1332.4100341796875,0.005448780465012561
2011-4,1099.22998046875,-240.4400634765625,1339.6700439453125,-0.1794770768841478
2012-1,1277.06005859375,177.830078125,1099.22998046875,0.16177695412671245
2012-2,1419.0400390625,141.97998046875,1277.06005859375,0.1111772148172052
2012-3,1365.510009765625,-53.530029296875,1419.0400390625,-0.037722705366537816
2012-4,1444.489990234375,78.97998046875,1365.510009765625,0.0578391808949874
2013-1,1462.4200439453125,17.9300537109375,1444.489990234375,0.012412722713314384
2013-2,1562.1700439453125,99.75,1462.4200439453125,0.06820885723837232
2013-3,1614.9599609375,52.7899169921875,1562.1700439453125,0.033792682939217555
2013-4,1695.0,80.0400390625,1614.9599609375,0.049561624435590326
2014-1,1831.97998046875,136.97998046875,1695.0,0.08081414776917405
2014-2,1885.52001953125,53.5400390625,1831.97998046875,0.02922523151634041
2014-3,1973.3199462890625,87.7999267578125,1885.52001953125,0.04656536438135513
2014-4,1946.1600341796875,-27.159912109375,1973.3199462890625,-0.013763562346010194
2015-1,2058.199951171875,112.0399169921875,1946.1600341796875,0.057569734772306466
2015-2,2059.68994140625,1.489990234375,2058.199951171875,0.0007239288065897805
2015-3,2077.419921875,17.72998046875,2059.68994140625,0.008608082271181499
2015-4,1923.8199462890625,-153.5999755859375,2077.419921875,-0.07393785626514258
2016-1,2012.6600341796875,88.840087890625,1923.8199462890625,0.04617900342596634
2016-2,2072.780029296875,60.1199951171875,2012.6600341796875,0.029870914161462436
2016-3,2102.949951171875,30.169921875,2072.780029296875,0.014555293590528364
2016-4,2161.199951171875,58.25,2102.949951171875,0.02769918512209005
2017-1,2257.830078125,96.630126953125,2161.199951171875,0.04471133126795089
2017-2,2358.840087890625,101.010009765625,2257.830078125,0.04473764910134783
2017-3,2429.010009765625,70.169921875,2358.840087890625,0.02974763835633679
2017-4,2529.1201171875,100.110107421875,2429.010009765625,0.04121436594307597
2018-1,2695.81005859375,166.68994140625,2529.1201171875,0.06590827389867786
2018-2,2581.8798828125,-113.93017578125,2695.81005859375,-0.0422619447605596
2018-3,2726.7099609375,144.830078125,2581.8798828125,0.05609481645104006
2018-4,2924.590087890625,197.880126953125,2726.7099609375,0.07257102140965872
2019-1,2510.030029296875,-414.56005859375,2924.590087890625,-0.14174979950532263
2019-2,2867.18994140625,357.159912109375,2510.030029296875,0.14229308332594923
2019-3,2964.330078125,97.14013671875,2867.18994140625,0.03387990984340102
2019-4,2940.25,-24.080078125,2964.330078125,-0.008123278275485146
2020-1,3257.85009765625,317.60009765625,2940.25,0.10801805889167587
2020-2,2470.5,-787.35009765625,3257.85009765625,-0.24167781636812644
2020-3,3115.860107421875,645.360107421875,2470.5,0.261226515855849
2020-4,3380.800048828125,264.93994140625,3115.860107421875,0.08502947252836283
2021-1,3700.64990234375,319.849853515625,3380.800048828125,0.0946077404448966
2021-2,4019.8701171875,319.22021484375,3700.64990234375,0.08626058213222947
2021-3,4319.93994140625,300.06982421875,4019.8701171875,0.07464664665053748
2021-4,4357.0400390625,37.10009765625,4319.93994140625,0.008588104964295632
2022-1,4796.56005859375,439.52001953125,4357.0400390625,0.10087582753217506
2022-2,4545.85986328125,-250.7001953125,4796.56005859375,-0.05226666449497142
2022-3,3825.330078125,-720.52978515625,4545.85986328125,-0.1585024190860481
2022-4,3678.429931640625,-146.900146484375,3825.330078125,-0.03840195316070049
2023-1,3824.139892578125,145.7099609375,3678.429931640625,0.0396119985008146
2023-2,4124.509765625,300.369873046875,3824.139892578125,0.07854573354647187
2023-3,4455.58984375,331.080078125,4124.509765625,0.08027137694868093
2023-4,4288.39013671875,-167.19970703125,4455.58984375,-0.03752583000111342
2024-1,4742.830078125,454.43994140625,4288.39013671875,0.10596982245509115
